"","id","latitude","longitude","date","depth","average_bleaching","clim_sst","temperature_kelvin","temperature_mean","temperature_minimum","temperature_maximum","temperature_kelvin_standard_deviation","windspeed","ssta","ssta_standard_deviation","ssta_mean","ssta_minimum","ssta_maximum","ssta_frequency","ssta_frequency_standard_deviation","ssta_frequency_max","ssta_frequency_mean","ssta_dhw","ssta_dhw_standard_deviation","ssta_dhw_max","ssta_dhw_mean","tsa","tsa_standard_deviation","tsa_minimum","tsa_maximum","tsa_mean","tsa_frequency","tsa_frequency_standard_deviation","tsa_frequency_max","tsa_frequency_mean","tsa_dhw","tsa_dhw_standard_deviation","tsa_dhw_max","tsa_dhw_mean","index","mean_airt_1","mean_atmp","mean_rad_par_1","mean_sw_1"
"359","4061","-23.44311111","151.9093889","7/5/2012",1,0,294.32,294.2,297.35,292.83,302.86,2.22,9,-0.62,0.72,0,-4.33,2.9,0,3.98,19,3,0,2.65,17.68,1.33,-6.07,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,379,16.04,1021.65,710.45,254.35
"360","4062","-23.44311111","151.9093889","11/4/2013",2,1,299.08,297.46,297.35,292.83,302.86,2.22,6,0.41,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.81,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,380,16.04,1021.65,710.45,254.35
"361","4063","-23.44311111","151.9093889","11/11/2014",1,3.75,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,381,16.04,1021.65,710.45,254.35
"362","4064","-23.44311111","151.9093889","11/27/2015",2,4.25,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,382,16.04,1021.65,710.45,254.35
"363","4065","-23.4425","151.9201111","11/7/2013",1,8.75,299.35,297.8,297.35,292.83,302.86,2.22,6,0.38,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.47,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,383,16.16,1021.51,628.65,243.46
"364","4066","-23.4425","151.9201111","11/10/2014",1,2.25,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,384,16.16,1021.51,628.65,243.46
"365","4067","-23.4425","151.9201111","11/29/2015",2,1,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,385,16.16,1021.51,628.65,243.46
"366","4068","-23.44161111","151.9048056","11/4/2011",5,0,299.08,297.13,297.35,292.83,302.86,2.22,6,-0.07,0.72,0,-4.33,2.9,3,3.98,19,3,0,2.65,17.68,1.33,-3.14,2.22,-7.44,2.58,-2.91,2,1.99,7,1,0,1.53,12.13,0.44,386,16.015,1021.665,728.75,248.49
"367","4069","-23.44161111","151.9048056","11/4/2013",6,0.5,299.08,297.46,297.35,292.83,302.86,2.22,6,0.41,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.81,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,387,16.015,1021.665,728.75,248.49
"368","4070","-23.44161111","151.9048056","11/11/2014",6,2,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,388,16.015,1021.665,728.75,248.49
"369","4071","-23.44111111","151.9105","11/6/2013",1,2.75,299.35,297.8,297.35,292.83,302.86,2.22,6,0.38,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.47,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,389,16.06,1021.635,689.75,263.75
"370","4072","-23.44111111","151.9105","11/12/2014",1,18.75,299.63,298.57,297.35,292.83,302.86,2.22,8,0.84,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-1.7,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,390,16.06,1021.635,689.75,263.75
"371","4073","-23.44111111","151.9105","11/25/2015",2,1,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,391,16.06,1021.635,689.75,263.75
"372","4074","-23.43877778","151.9138889","11/13/2014",1,42.5,299.63,298.57,297.35,292.83,302.86,2.22,8,0.84,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-1.7,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,392,16.105,1021.59,671,255.085
"373","4075","-23.43877778","151.9138889","11/26/2015",2,5.75,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,393,16.105,1021.59,671,255.085
"374","4076","-23.43455556","151.9223611","11/12/2014",5,1.5,299.63,298.57,297.35,292.83,302.86,2.22,8,0.84,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-1.7,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,394,16.22,1021.375,575.45,209.47
"375","4077","-23.43430556","151.9333889","11/3/2011",6,4,299.08,297.13,297.35,292.83,302.86,2.22,6,-0.07,0.72,0,-4.33,2.9,3,3.98,19,3,0,2.65,17.68,1.33,-3.14,2.22,-7.44,2.58,-2.91,2,1.99,7,1,0,1.53,12.13,0.44,395,16.34,1021.24,512.4,175.805
"376","4078","-23.43430556","151.9333889","11/3/2013",5.5,2.75,299.08,297.46,297.35,292.83,302.86,2.22,6,0.41,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.81,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,396,16.34,1021.24,512.4,175.805
"377","4079","-23.43430556","151.9333889","11/9/2014",6,1.5,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,397,16.34,1021.24,512.4,175.805
"378","4080","-23.43430556","151.9333889","11/12/2014",6,2.5,299.63,298.57,297.35,292.83,302.86,2.22,8,0.84,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-1.7,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,398,16.34,1021.24,512.4,175.805
"379","4081","-23.43430556","151.9333889","11/25/2015",6,1,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,399,16.34,1021.24,512.4,175.805
"380","4082","-23.434","151.9176944","11/1/2011",6,1.5,298.78,296.79,297.35,292.83,302.86,2.22,6,-0.04,0.72,0,-4.33,2.9,3,3.98,19,3,0,2.65,17.68,1.33,-3.48,2.22,-7.44,2.58,-2.91,2,1.99,7,1,0,1.53,12.13,0.44,400,16.165,1021.485,620.5,239.78
"381","4083","-23.434","151.9176944","11/4/2013",6,4.5,299.08,297.46,297.35,292.83,302.86,2.22,6,0.41,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.81,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,401,16.165,1021.485,620.5,239.78
"382","4084","-23.434","151.9176944","11/10/2014",7,4.25,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,402,16.165,1021.485,620.5,239.78
"383","4085","-23.434","151.9176944","11/28/2015",6,1,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,403,16.165,1021.485,620.5,239.78
"384","4086","-23.43366667","151.9249444","11/9/2014",6,1.5,299.35,298.07,297.35,292.83,302.86,2.22,6,0.71,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,404,16.27,1021.31,545.05,199.83
"385","4087","-23.43366667","151.9249444","11/25/2015",6,1,299.99,298.76,297.35,292.83,302.86,2.22,7,0.39,0.72,0,-4.33,2.9,9,3.98,19,3,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3,1.99,7,1,0,1.53,12.13,0.44,405,16.27,1021.31,545.05,199.83
"386","4088","-23.43338889","151.9248056","11/1/2011",6,3.25,298.78,296.79,297.35,292.83,302.86,2.22,6,-0.04,0.72,0,-4.33,2.9,3,3.98,19,3,0,2.65,17.68,1.33,-3.48,2.22,-7.44,2.58,-2.91,2,1.99,7,1,0,1.53,12.13,0.44,406,16.27,1021.31,545.05,199.83
"387","4089","-23.43338889","151.9248056","11/3/2013",6.5,1,299.08,297.46,297.35,292.83,302.86,2.22,6,0.41,0.72,0,-4.33,2.9,4,3.98,19,3,6.52,2.65,17.68,1.33,-2.81,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,407,16.27,1021.31,545.05,199.83
"388","4103","-20.25255556","148.8129167","10/24/2014",2,6.75,300.75,298.21,298.47,291.83,304.54,2.7,5,-0.4,0.93,0,-3.268571429,3.15,3,6.12,30,7,0,3.56,21.17,2.54,-3.51,2.7,-9.88,2.81,-3.23,0,1.72,7,1,0,1.47,9.84,0.56,408,18.775,1018.39473684211,1849.7,804.965
"389","4104","-20.25044444","148.8143889","10/24/2014",2,0.25,300.75,298.21,298.47,291.83,304.54,2.7,5,-0.4,0.93,0,-3.268571429,3.15,3,6.12,30,7,0,3.56,21.17,2.54,-3.51,2.7,-9.88,2.81,-3.23,0,1.72,7,1,0,1.47,9.84,0.56,409,18.775,1018.39473684211,1849.7,804.965
"390","4105","-20.06580556","148.9481111","6/22/2013",6,3.75,298.58,296.61,298.68,293.39,304.04,2.43,4,-2.12,2.42,0,-3.60875,5.48,23,3.47,30,20,6.62,13.17,45.45,11.76,-2.21,2.43,-5.42,5.21,-0.13,22,3.52,30,19,5.17,12.31,42.81,10.92,410,23.755,1011.55784,0,-0.734
"391","4106","-20.04616667","148.8785","5/1/2003",6,0,297.19,298.46,298.69,292.94,304.3,2.48,8,-0.47,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.17,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,411,19.935,1018.855,1220.15,417.975
"392","4107","-20.04616667","148.8785","6/10/2007",3,0,295.31,297.71,298.69,292.94,304.3,2.48,6,0.97,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.92,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,412,19.935,1018.855,1220.15,417.975
"393","4108","-20.03905556","148.8748056","4/17/2005",5,1,298.04,299.6,298.69,292.94,304.3,2.48,7,-0.25,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-2.03,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,413,19.91,1018.835,1239.45,430.465
"394","4109","-20.03905556","148.8748056","5/1/2006",4.3,1.5,297.19,299.51,298.69,292.94,304.3,2.48,4,0.34,0.88,0,-3.38,3.29,8,6.08,29,6,0,3.33,21.97,2.18,-2.12,2.48,-8.68,2.66,-2.93,1,2.01,8,1,0,1.6,10.99,0.61,414,19.91,1018.835,1239.45,430.465
"395","4110","-20.03905556","148.8748056","5/1/2006",3.5,0,297.19,299.51,298.69,292.94,304.3,2.48,4,0.34,0.88,0,-3.38,3.29,8,6.08,29,6,0,3.33,21.97,2.18,-2.12,2.48,-8.68,2.66,-2.93,1,2.01,8,1,0,1.6,10.99,0.61,415,19.91,1018.835,1239.45,430.465
"396","4111","-20.03905556","148.8748056","4/17/2010",5,2,297.61,300.45,298.69,292.94,304.3,2.48,7,0.64,0.88,0,-3.38,3.29,14,6.08,29,6,6.81,3.33,21.97,2.18,-1.18,2.48,-8.68,2.66,-2.93,4,2.01,8,1,6.47,1.6,10.99,0.61,416,19.91,1018.835,1239.45,430.465
"397","4112","-20.039","148.8758333","6/8/2008",5,0.25,295.31,295.97,298.69,292.94,304.3,2.48,6,-0.81,0.88,0,-3.38,3.29,3,6.08,29,6,0,3.33,21.97,2.18,-5.66,2.48,-8.68,2.66,-2.93,1,2.01,8,1,0,1.6,10.99,0.61,417,19.91,1018.835,1239.45,430.465
"398","4113","-20.039","148.8758333","5/23/2009",5,0,295.76,298.32,298.69,292.94,304.3,2.48,5,0.58,0.88,0,-3.38,3.29,5,6.08,29,6,2.46,3.33,21.97,2.18,-3.31,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,418,19.91,1018.835,1239.45,430.465
"399","4114","-20.039","148.8758333","4/17/2010",5,2.25,297.61,300.45,298.69,292.94,304.3,2.48,7,0.64,0.88,0,-3.38,3.29,14,6.08,29,6,6.81,3.33,21.97,2.18,-1.18,2.48,-8.68,2.66,-2.93,4,2.01,8,1,6.47,1.6,10.99,0.61,419,19.91,1018.835,1239.45,430.465
"400","4115","-20.039","148.8758333","7/12/2014",6,0.25,295.47,295.38,298.69,292.94,304.3,2.48,4,0.05,0.88,0,-3.38,3.29,6,6.08,29,6,1.08,3.33,21.97,2.18,-6.25,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,420,19.91,1018.835,1239.45,430.465
"401","4118","-20.039","148.8758333","10/2/2015",5,12.5,299.85,296.66,298.69,292.94,304.3,2.48,9,-0.72,0.88,0,-3.38,3.29,11,6.08,29,6,1.35,3.33,21.97,2.18,-4.97,2.48,-8.68,2.66,-2.93,2,2.01,8,1,0,1.6,10.99,0.61,421,19.91,1018.835,1239.45,430.465
"402","4119","-20.039","148.8758333","10/2/2015",6,35,299.85,296.66,298.69,292.94,304.3,2.48,9,-0.72,0.88,0,-3.38,3.29,11,6.08,29,6,1.35,3.33,21.97,2.18,-4.97,2.48,-8.68,2.66,-2.93,2,2.01,8,1,0,1.6,10.99,0.61,422,19.91,1018.835,1239.45,430.465
"403","4120","-19.81116667","149.0638333","4/30/2003",6,0,297.44,298.74,298.72,292.92,304.14,2.23,9,-0.27,0.77,0,-3.623333333,3.8,1,5.14,24,4,0,2.77,18.72,1.59,-2.7,2.23,-8.51,2.7,-2.71,0,1.3,5,1,0,1.01,6.9,0.34,423,20.43,1017.545,51.55,18.155
"404","4121","-19.81111111","149.0636111","4/30/2003",5,0.5,297.44,298.74,298.72,292.92,304.14,2.23,9,-0.27,0.77,0,-3.623333333,3.8,1,5.14,24,4,0,2.77,18.72,1.59,-2.7,2.23,-8.51,2.7,-2.71,0,1.3,5,1,0,1.01,6.9,0.34,424,20.43,1017.545,51.55,18.155
"405","4122","-19.75833333","149.1833333","4/16/2005",5,0.25,298.72,299.58,298.59,293.64,303.52,2.24,8,0.88,2.23,0,-3.125555556,5.05,19,3.12,26,19,28.2,12.28,41.46,10.65,0.85,2.24,-5.08,4.78,-0.13,19,3.37,26,18,25.91,11.35,38.9,9.8,425,20.43,1017.545,51.55,18.155
"406","4123","-19.75833333","149.1833333","4/30/2006",4.7,1,298.69,299.26,298.59,293.64,303.52,2.24,5,0.53,2.23,0,-3.125555556,5.05,24,3.12,26,19,26.94,12.28,41.46,10.65,0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,24.03,11.35,38.9,9.8,426,20.43,1017.545,51.55,18.155
"407","4124","-19.74741667","149.1814722","5/3/2003",5,0,298.69,298.17,298.59,293.64,303.52,2.24,10,-0.55,2.23,0,-3.125555556,5.05,19,3.12,26,19,22.31,12.28,41.46,10.65,-0.56,2.24,-5.08,4.78,-0.13,19,3.37,26,18,20.58,11.35,38.9,9.8,427,20.43,1017.545,51.55,18.155
"408","4125","-19.74741667","149.1814722","6/9/2007",5,0,298.51,297.55,298.59,293.64,303.52,2.24,6,-1.1,2.23,0,-3.125555556,5.05,15,3.12,26,19,5.51,12.28,41.46,10.65,-1.18,2.24,-5.08,4.78,-0.13,12,3.37,26,18,5.12,11.35,38.9,9.8,428,20.43,1017.545,51.55,18.155
"409","4126","-19.74577778","149.1659444","5/25/2008",5,0,298.57,296.94,298.59,293.64,303.52,2.24,7,-1.76,2.23,0,-3.125555556,5.05,15,3.12,26,19,4.04,12.28,41.46,10.65,-1.79,2.24,-5.08,4.78,-0.13,15,3.37,26,18,3.69,11.35,38.9,9.8,429,20.43,1017.545,51.55,18.155
"410","4127","-19.74577778","149.1659444","5/24/2009",5,0.25,298.57,298.19,298.59,293.64,303.52,2.24,6,-0.52,2.23,0,-3.125555556,5.05,23,3.12,26,19,15.6,12.28,41.46,10.65,-0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,14.7,11.35,38.9,9.8,430,20.43,1017.545,51.55,18.155
"411","4128","-19.74577778","149.1659444","4/17/2010",5,1.75,298.71,300.39,298.59,293.64,303.52,2.24,7,1.69,2.23,0,-3.125555556,5.05,20,3.12,26,19,26.46,12.28,41.46,10.65,1.66,2.24,-5.08,4.78,-0.13,19,3.37,26,18,23.58,11.35,38.9,9.8,431,20.43,1017.545,51.55,18.155
"412","4129","-19.74555556","149.1658333","5/23/2009",5,0,298.57,298.19,298.59,293.64,303.52,2.24,6,-0.52,2.23,0,-3.125555556,5.05,23,3.12,26,19,15.6,12.28,41.46,10.65,-0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,14.7,11.35,38.9,9.8,432,20.43,1017.545,51.55,18.155
"413","4130","-19.74555556","149.1658333","5/23/2009",5,0.25,298.57,298.19,298.59,293.64,303.52,2.24,6,-0.52,2.23,0,-3.125555556,5.05,23,3.12,26,19,15.6,12.28,41.46,10.65,-0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,14.7,11.35,38.9,9.8,433,20.43,1017.545,51.55,18.155
"414","4131","-19.74555556","149.1658333","4/17/2010",5,2,298.71,300.39,298.59,293.64,303.52,2.24,7,1.69,2.23,0,-3.125555556,5.05,20,3.12,26,19,26.46,12.28,41.46,10.65,1.66,2.24,-5.08,4.78,-0.13,19,3.37,26,18,23.58,11.35,38.9,9.8,434,20.43,1017.545,51.55,18.155
"415","4132","-19.74555556","149.1658333","4/18/2010",5,0.25,298.71,300.39,298.59,293.64,303.52,2.24,7,1.69,2.23,0,-3.125555556,5.05,20,3.12,26,19,26.46,12.28,41.46,10.65,1.66,2.24,-5.08,4.78,-0.13,19,3.37,26,18,23.58,11.35,38.9,9.8,435,20.43,1017.545,51.55,18.155
"416","4133","-19.74555556","149.1658333","5/1/2011",14,0.75,298.66,298.87,298.59,293.64,303.52,2.24,5,0.14,2.23,0,-3.125555556,5.05,21,3.12,26,19,22.39,12.28,41.46,10.65,0.14,2.24,-5.08,4.78,-0.13,21,3.37,26,18,20.62,11.35,38.9,9.8,436,20.43,1017.545,51.55,18.155
"417","4134","-19.74555556","149.1658333","4/14/2013",5,13.75,298.71,299.95,298.59,293.64,303.52,2.24,4,1.26,2.23,0,-3.125555556,5.05,21,3.12,26,19,26.94,12.28,41.46,10.65,1.22,2.24,-5.08,4.78,-0.13,20,3.37,26,18,24.52,11.35,38.9,9.8,437,20.43,1017.545,51.55,18.155
"418","4135","-19.57166667","149.2683333","4/29/2006",5.2,1.25,297.57,300.03,298.66,293.26,303.02,2.06,5,0.81,0.68,0,-2.784444444,2.28,5,4.75,23,3,0,2.38,18.3,1.09,-1.17,2.06,-7.94,1.81,-2.53,1,1.26,5,0,0,0.83,7.3,0.23,438,20.43,1017.545,47.55,16.125
"419","4136","-19.57166667","149.2683333","4/29/2006",5,0.75,297.57,300.03,298.66,293.26,303.02,2.06,5,0.81,0.68,0,-2.784444444,2.28,5,4.75,23,3,0,2.38,18.3,1.09,-1.17,2.06,-7.94,1.81,-2.53,1,1.26,5,0,0,0.83,7.3,0.23,439,20.43,1017.545,47.55,16.125
"420","4137","-19.57166667","149.2683333","4/5/2008",5,0,298.63,299.69,298.66,293.26,303.02,2.06,6,-0.47,0.68,0,-2.784444444,2.28,0,4.75,23,3,0,2.38,18.3,1.09,-1.51,2.06,-7.94,1.81,-2.53,0,1.26,5,0,0,0.83,7.3,0.23,440,20.43,1017.545,47.55,16.125
"421","4138","-19.57166667","149.2683333","5/24/2009",5,15,296.36,298.52,298.66,293.26,303.02,2.06,6,0.49,0.68,0,-2.784444444,2.28,5,4.75,23,3,2.8,2.38,18.3,1.09,-2.68,2.06,-7.94,1.81,-2.53,0,1.26,5,0,0,0.83,7.3,0.23,441,20.43,1017.545,47.55,16.125
"422","4139","-19.57166667","149.2683333","5/24/2009",6,15,296.36,298.52,298.66,293.26,303.02,2.06,6,0.49,0.68,0,-2.784444444,2.28,5,4.75,23,3,2.8,2.38,18.3,1.09,-2.68,2.06,-7.94,1.81,-2.53,0,1.26,5,0,0,0.83,7.3,0.23,442,20.43,1017.545,47.55,16.125
"423","4140","-19.57166667","149.2683333","4/18/2010",6,4.25,297.92,299.94,298.66,293.26,303.02,2.06,7,0.19,0.68,0,-2.784444444,2.28,10,4.75,23,3,2.58,2.38,18.3,1.09,-1.26,2.06,-7.94,1.81,-2.53,2,1.26,5,0,2.23,0.83,7.3,0.23,443,20.43,1017.545,47.55,16.125
"424","4141","-19.57166667","149.2683333","4/18/2010",6,1.5,297.92,299.94,298.66,293.26,303.02,2.06,7,0.19,0.68,0,-2.784444444,2.28,10,4.75,23,3,2.58,2.38,18.3,1.09,-1.26,2.06,-7.94,1.81,-2.53,2,1.26,5,0,2.23,0.83,7.3,0.23,444,20.43,1017.545,47.55,16.125
"425","4142","-19.57166667","149.2683333","4/30/2011",9,1.25,297.24,299.09,298.66,293.26,303.02,2.06,5,-0.07,0.68,0,-2.784444444,2.28,12,4.75,23,3,0,2.38,18.3,1.09,-2.11,2.06,-7.94,1.81,-2.53,0,1.26,5,0,0,0.83,7.3,0.23,445,20.43,1017.545,47.55,16.125
"426","4143","-19.19833333","146.8151667","9/10/2005",0.1,1,299.2,297.97,299.21,292.58,306.14,2.94,3,0.98,1.02,0,-3.278333333,3.59,4,5.96,30,7,5.98,3.91,23.3,2.93,-4.63,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,446,24.725,1014.06028,1918.557485,940.8665
"427","4144","-19.19833333","146.8151667","2/18/2006",1,1,301.41,302.9,299.21,292.58,306.14,2.94,5,0.46,1.02,0,-3.278333333,3.59,9,5.96,30,7,3.79,3.91,23.3,2.93,0.29,2.94,-10.01,3.53,-3.38,1,2.04,9,1,1.07,2.12,17.68,0.7,447,24.725,1014.06028,1918.557485,940.8665
"428","4145","-19.19833333","146.8151667","2/18/2006",2,0.375,301.41,302.9,299.21,292.58,306.14,2.94,5,0.46,1.02,0,-3.278333333,3.59,9,5.96,30,7,3.79,3.91,23.3,2.93,0.29,2.94,-10.01,3.53,-3.38,1,2.04,9,1,1.07,2.12,17.68,0.7,448,24.725,1014.06028,1918.557485,940.8665
"429","4146","-19.19833333","146.8151667","2/18/2006",2,4.25,301.41,302.9,299.21,292.58,306.14,2.94,5,0.46,1.02,0,-3.278333333,3.59,9,5.96,30,7,3.79,3.91,23.3,2.93,0.29,2.94,-10.01,3.53,-3.38,1,2.04,9,1,1.07,2.12,17.68,0.7,449,24.725,1014.06028,1918.557485,940.8665
"430","4147","-19.19833333","146.8151667","9/23/2007",3,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.278333333,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,450,24.725,1014.06028,1918.557485,940.8665
"431","4148","-19.19833333","146.8151667","6/23/2009",2,0,294.92,295.98,299.21,292.58,306.14,2.94,3,0.45,1.02,0,-3.278333333,3.59,4,5.96,30,7,5.57,3.91,23.3,2.93,-6.62,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,451,24.725,1014.06028,1918.557485,940.8665
"432","4149","-19.19833333","146.8151667","5/4/2014",5,1,295.77,299.64,299.21,292.58,306.14,2.94,4,0.86,1.02,0,-3.278333333,3.59,8,5.96,30,7,1.77,3.91,23.3,2.93,-2.96,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,452,24.725,1014.06028,1918.557485,940.8665
"433","4150","-19.19833333","146.8151667","7/25/2015",4,8.75,296.78,296.54,299.21,292.58,306.14,2.94,5,1.64,1.02,0,-3.278333333,3.59,16,5.96,30,7,4.1,3.91,23.3,2.93,-6.06,2.94,-10.01,3.53,-3.38,2,2.04,9,1,0,2.12,17.68,0.7,453,24.725,1014.06028,1918.557485,940.8665
"434","4151","-19.19805556","146.815","9/10/2005",0.1,1,299.2,297.97,299.21,292.58,306.14,2.94,3,0.98,1.02,0,-3.278333333,3.59,4,5.96,30,7,5.98,3.91,23.3,2.93,-4.63,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,454,24.725,1014.06028,1918.557485,940.8665
"435","4152","-19.19805556","146.815","9/10/2005",0.1,2.25,299.2,297.97,299.21,292.58,306.14,2.94,3,0.98,1.02,0,-3.278333333,3.59,4,5.96,30,7,5.98,3.91,23.3,2.93,-4.63,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,455,24.725,1014.06028,1918.557485,940.8665
"436","4153","-19.19805556","146.815","9/23/2007",3,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.278333333,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,456,24.725,1014.06028,1918.557485,940.8665
"437","4154","-19.19805556","146.815","6/23/2009",2,0.25,294.92,295.98,299.21,292.58,306.14,2.94,3,0.45,1.02,0,-3.278333333,3.59,4,5.96,30,7,5.57,3.91,23.3,2.93,-6.62,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,457,24.725,1014.06028,1918.557485,940.8665
"438","4155","-19.19805556","146.815","5/4/2014",2,3,295.77,299.64,299.21,292.58,306.14,2.94,4,0.86,1.02,0,-3.278333333,3.59,8,5.96,30,7,1.77,3.91,23.3,2.93,-2.96,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,458,24.725,1014.06028,1918.557485,940.8665
